# dataset_id: P089_EVT_CHILECOMPRA_2007_2026
# data_architect: Eduardo Vega Toledo (evega.ap@gmail.com)
# requested_by: Valentina Cariaga Cerda
# project: P089 - Catastro Cambio Climatico Chile
archivo_origen;tipo_registro;mecanismo_compra;codigo_proceso;link;nombre;descripcion;organismo_comprador;unidad_compra;rut_comprador;sector;region_comprador;fecha;monto_pesos;moneda;proveedor;rut_proveedor;eje_codigo;eje_nombre;subcategoria;termino_coincidente;texto_fragmento;nivel_institucional
oc_2007-11.csv;orden_compra;Convenio Marco (Catálogo);722-358-CM07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=722-358-CM07;OC por CM:Catálogo Electrónico Convenio Marco;Servicio de coffe break para 120 personas asistentes al Seminario Eficiencia Energética día 16/11/07 en el Salón Porvenir, de la U.Autónoma de Chile, con cargo al Programa de Producción Limpia. Contacto Sr. Eduardo Araneda, fono : 272968, cel 98420802.;GOBIERNO REGIONAL DE LA ARAUCANIA;Gobierno Regional de la Araucanía - IX Región;72.201.100-7;Gob. Central, Universidades;;2007-11-13;252820,26;CLP;HOTELERA CENTRO SUR LIMITADA;22521;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...ra 120 personas asistentes al Seminario Eficiencia Energética día 16/11/07 en el Salón Porvenir, de l...;Gobiernos Regionales (GORE)
oc_2007-11.csv;orden_compra;Trato Directo (Excepcional);744-437-SE07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=744-437-SE07;ARRIENDO DE VEHICULO;ARRIENDO DE VEHICULO, SERVICIO ESPECIAL A REALIZAR POR DON ALDO ROJAS, PROGRAMA EFICIENCIA ENERGETICA;INSTITUTO NACIONAL DE ESTADISTICAS;INE -  V Región;60.703.000-6;Gob. Central, Universidades;;2007-11-16;50000;CLP;ALDO ANTONIO ROJAS CID;144871;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...A REALIZAR POR DON ALDO ROJAS, PROGRAMA EFICIENCIA ENERGETICA Arriendo de vehículos...;Gobierno Central y Servicios Públicos
oc_2007-11.csv;orden_compra;OC Ordinaria / Trato Directo;722-368-G107;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=722-368-G107;Contratación Expositor 1 Seminario Prod.Limpia;Contratación  Servicios de Expositores para el Seminario Técnico denominado Eficiencia Energética en el Sector de la Industria y el Comercio de la Región de La Araucanía, a realizarse el día 16 de Noviembre en la ciudad de Temuco.;GOBIERNO REGIONAL DE LA ARAUCANIA;Gobierno Regional de la Araucanía - IX Región;72.201.100-7;Gob. Central, Universidades;;2007-11-16;8e+05;CLP;ENERGETICA;138437;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...s para el Seminario Técnico denominado Eficiencia Energética en el Sector de la Industria y el Comer...;Gobiernos Regionales (GORE)
oc_2007-11.csv;orden_compra;OC Ordinaria / Trato Directo;722-369-G107;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=722-369-G107;Contratación Expositor 2 Seminario Prod.Limpia;Contratación  Servicio de Expositor para el Seminario Técnico denominado Eficiencia Energética en el Sector de la Industria y el Comercio de la Región de La Araucanía, a realizarse el día 16 de Noviembre en la ciudad de Temuco.;GOBIERNO REGIONAL DE LA ARAUCANIA;Gobierno Regional de la Araucanía - IX Región;72.201.100-7;Gob. Central, Universidades;;2007-11-16;378000;CLP;JHG INGENIERIA;83734;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...r para el Seminario Técnico denominado Eficiencia Energética en el Sector de la Industria y el Comer...;Gobiernos Regionales (GORE)
oc_2007-11.csv;orden_compra;Trato Directo (Excepcional);744-441-SE07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=744-441-SE07;ARRIENDO DE VEHICULOS, PROYECTO EF. ENERGETICA;SE NECESITA ARRENDAR VEHICULO PARA EL PROYECTO DE EFICIENCIA ENERGETICA, CHOFER Y COMBUSTIBLE INCLUIDOS PARA 19/11/2007;INSTITUTO NACIONAL DE ESTADISTICAS;INE -  V Región;60.703.000-6;Gob. Central, Universidades;;2007-11-19;40000;CLP;ALDO ANTONIO ROJAS CID;144871;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...A ARRENDAR VEHICULO PARA EL PROYECTO DE EFICIENCIA ENERGETICA, CHOFER Y COMBUSTIBLE INCLUIDOS PARA 19...;Gobierno Central y Servicios Públicos
oc_2007-11.csv;orden_compra;Trato Directo (Excepcional);744-442-SE07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=744-442-SE07;ARRIENDO DE VEHICULOS-PROYECTO EF.ENERGETICA;SE NECESITA ARRENDAR VEHICULOS PARA PROYECTO DE EFICIENCIA ENERGETICA, CHOFER Y COMBUSTIBLE INCLUIDOS POR DOS DIAS, diferente fecha;INSTITUTO NACIONAL DE ESTADISTICAS;INE -  V Región;60.703.000-6;Gob. Central, Universidades;;2007-11-19;1e+05;CLP;ALDO ANTONIO ROJAS CID;144871;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...ITA ARRENDAR VEHICULOS PARA PROYECTO DE EFICIENCIA ENERGETICA, CHOFER Y COMBUSTIBLE INCLUIDOS POR DOS...;Gobierno Central y Servicios Públicos
oc_2007-11.csv;orden_compra;OC Ordinaria / Trato Directo;660-288-R107;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=660-288-R107;Curso de Capacitación;"Curso de Capacitacion "" EFICIENCIA ENERGETICA Y SUSTENTABILIDAD EN LA EDIFICACION "" para 2 funcionarias de esta SEREMI. A REALIZARSE LOS DIAS 23 Y 24 DE NOVIEMBRE DE 2007";SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO;SEREMI IX REGION;61.834.000-7;Obras Públicas;;2007-11-20;60000;CLP;UNIVERSIDAD MAYOR;17932;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;"...de Capacitación Curso de Capacitacion "" EFICIENCIA ENERGETICA Y SUSTENTABILIDAD EN LA EDIFICACION "" p...";Gobierno Central y Servicios Públicos
oc_2007-11.csv;orden_compra;OC Ordinaria / Trato Directo;3138-398-G107;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3138-398-G107;Curso de técnicas de eficiencia energética;"Facturar según lo establecido en la Circular Nº 12 del SII, del 22 de Febrero de 1990, ""Debe indicar en la Factura el valor del Dólar Observado al momento de la Facturación""";DIRECCION DE ABASTECIMIENTO DE LA ARMADA;DIRECCION DE INGENIERIA DE SISTEMAS NAVALES;61.953.100-0;FFAA;;2007-11-21;110220;USD;capci;224344;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...Curso de técnicas de eficiencia energética Facturar según lo establecido en la Cir...;Defensa y Fuerzas Armadas
oc_2007-11.csv;orden_compra;Trato Directo (Excepcional);744-458-SE07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=744-458-SE07;ARRIENDO DE VEHICULO;ARRIENDO DE VEHICULO, CHOFER Y COMBUSTIBLE INCLUIDOS, PROGRAMA EFICIENCIA ENERGETICA, PROVINCIA DE VALPARAÍSO;INSTITUTO NACIONAL DE ESTADISTICAS;INE -  V Región;60.703.000-6;Gob. Central, Universidades;;2007-11-26;20000;CLP;SERVICIOS GENERALES;208828;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...HOFER Y COMBUSTIBLE INCLUIDOS, PROGRAMA EFICIENCIA ENERGETICA, PROVINCIA DE VALPARAÍSO Arriendo de ve...;Gobierno Central y Servicios Públicos
oc_2007-11.csv;orden_compra;Trato Directo (Excepcional);748-284-SE07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=748-284-SE07;ARRIENDO VEHICULO. eficiencia energética;SE REQUIERE ARRENDAR UN VEHICULO PARA TRASLADAR FUNCIONARIOS INE. EFICIENCIA ENERGETICA;INSTITUTO NACIONAL DE ESTADISTICAS;INE -  IX Región;60.703.000-6;Gob. Central, Universidades;;2007-11-29;40000;CLP;LUIS ANDRES MILLAR PARRA;55880;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...ARRIENDO VEHICULO. eficiencia energética SE REQUIERE ARRENDAR UN VEHICULO PARA T...;Gobierno Central y Servicios Públicos
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;1588-520-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1588-520-OC07;OC Generada desde la Adquisición 1588-132-L107;Capacitar a profesores de establecimientos seleccionados en el marco del SNCAE, en el uso de la Guía de Apoyo Docente: La Eficiencia Energética, a fin de que implementen el concepto de eficiencia energética de manera transversal en la lógica del SNCAE;SERVICIO DE EVALUACION AMBIENTAL;Comisión Nacional de Medio Ambiente - Conama;72.443.600-5;Gob. Central, Universidades;;2007-10-08;1e+06;CLP;CEAS Capacitación;253142;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...el uso de la Guía de Apoyo Docente: La Eficiencia Energética, a fin de que implementen el concepto ...;Gobierno Central y Servicios Públicos
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;1285-108-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1285-108-OC07;OC Generada desde la Adquisición 1285-38-CO07;CONAMA Región de La Araucanía necesita Elaboración Material Docente sobre Eficiencia Energética.;SERVICIO DE EVALUACION AMBIENTAL;Conama - IX Región;72.443.600-5;Gob. Central, Universidades;;2007-12-03;499800;CLP;Orizonta Ltda.;218813;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...sita Elaboración Material Docente sobre Eficiencia Energética. Servicios de diagramación y diseño grá...;Gobierno Central y Servicios Públicos
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;1857-355-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1857-355-OC07;OC Generada desde la Adquisición 1857-48-CO07;La unidad de Recursos Naturales x Reg. requiere elaborar el DISEÑO de un CALENDARIO con información básica y atractiva sobre el Cambio Climático, fundamentos, líneas de acción gubernamental y propuesta de acción. Ver terminos de Referencia Adjuntos.;SERVICIO DE EVALUACION AMBIENTAL;Conama - X Región;72.443.600-5;Gob. Central, Universidades;;2007-12-05;350000,42;CLP;El Ministerio del Diseño;212822;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;Cambio Climático;...información básica y atractiva sobre el Cambio Climático, fundamentos, líneas de acción gubernam...;Gobierno Central y Servicios Públicos
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;624-509-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=624-509-OC07;OC Generada desde la Adquisición 624-192-LE07;Contratación de servicios de apoyo para realización de Seminario de Eficiencia Energética y Casos Exitosos de Producción Limpia;GOBIERNO REGIONAL IV REGION COQUIMBO;Compra Regional;72.225.700-6;Gob. Central, Universidades;;2007-12-13;4998000;CLP;NOVADISEÑO;227479;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;... apoyo para realización de Seminario de Eficiencia Energética y Casos Exitosos de Producción Limpia P...;Gobiernos Regionales (GORE)
oc_2007-12.csv;orden_compra;Trato Directo (Excepcional);1127-1063-SE07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1127-1063-SE07;SAT GEI Lanco, 1127-4-LP07;SAT Grupo Hortofrutícola Tralcao Pufudi, Agencia de Area INDAP Lanco, según Licitación Pública Nº 1127-4-LP07;INSTITUTO DE DESARROLLO AGROPECUARIO;Indap X Región;61.307.000-1;Gob. Central, Universidades;;2007-12-14;2263649;CLP;DANIEL ALEJANDRO SEMPE CARLZ;40032;P089_CAMBIO_CLIMATICO;Cambio Climático;Gases_Descarbonizacion;GEI;...SAT GEI Lanco, 1127-4-LP07 SAT Grupo Hortofrutí...;Gobierno Central y Servicios Públicos
oc_2007-12.csv;orden_compra;Convenio Marco (Catálogo);756-1028-CM07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=756-1028-CM07;OC por CM:Catálogo Electrónico Convenio Marco;EVENTO PROGRAMA EFICIENCIA ENERGETICA;SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO;Subsecretaría de Economía Fomento y Reconstrucción;60.701.000-5;Gob. Central, Universidades;;2007-12-17;62219,15;CLP;MARINA HOTELES LIMITADA;21563;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...ctrónico Convenio Marco EVENTO PROGRAMA EFICIENCIA ENERGETICA SALÓN DE CONFERENCIAS MARINA DEL REY EN...;Empresas Públicas del Estado
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;4306-520-R107;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=4306-520-R107;INSCRIPCION SEMINARIO EFICIENCIA ENERGETICA Y SUST;INSCRIPCION SEMINARIO EFICIENCIA ENERGETICA Y SUSTENTABILIDAD EN LA EDIFICACION;Ilustre Municipalidad de Ercilla;Adquisiciones;69.180.600-6;Municipalidades;;2007-12-27;30000;CLP;UNIVERSIDAD MAYOR;17932;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...INSCRIPCION SEMINARIO EFICIENCIA ENERGETICA Y SUST INSCRIPCION SEMINARIO EFICIENCIA...;Municipalidades (Gobiernos Locales)
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;711-1169-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=711-1169-OC07;Difusión de Sello;Proponer la implementación de un programa de Certificación de Eficiencia Energética aplicada a Vehículos nuevos que ingresan al país para su comercialización, consistente en informar al usuario sobre la eficiencia energética.;SUBSECRETARIA DE TRANSPORTES;Subsecretaría de Transportes - MTT;61.212.000-5;Gob. Central, Universidades;;2007-12-28;29832500;CLP;Deuman;70911;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...ción de un programa de Certificación de Eficiencia Energética aplicada a Vehículos nuevos que ingresa...;Gobierno Central y Servicios Públicos
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;756-1122-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=756-1122-OC07;Estudio Oferta y Demanda - PPEE - 756-287-LE07;"""ESTUDIO PARA CARACTERIZAR LAOFERTA Y DEMANDA PARA EL DESARROLLO DE PROYECTOS DE EFICIENCIA ENERGÉTICA EN TRESSECTORES PRODUCTIVOS NACIONALES."" .";SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO;Subsecretaría de Economía Fomento y Reconstrucción;60.701.000-5;Gob. Central, Universidades;;2007-12-29;5e+06;CLP;EUROCHILE;75453;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGÉTICA;...ANDA PARA EL DESARROLLO DE PROYECTOS DE EFICIENCIA ENERGÉTICA EN TRES   SECTORES PRODUCTIVOS NACIONAL...;Empresas Públicas del Estado
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;756-1126-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=756-1126-OC07;Consultoria P.Innov. EE - D.INNOVACION - 756-286-L;Consultoria para el diseño del programa de innovacion en eficiencia energetica;SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO;Subsecretaría de Economía Fomento y Reconstrucción;60.701.000-5;Gob. Central, Universidades;;2007-12-29;1e+07;CLP;Deloitte Auditores y Consultores Ltda.;32472;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energetica;...el diseño del programa de innovacion en eficiencia energetica Consultorías para estandarización de es...;Empresas Públicas del Estado
oc_2007-12.csv;orden_compra;OC Ordinaria / Trato Directo;756-1131-OC07;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=756-1131-OC07;Diseño e Impresion Afiches - PPEE - 756-295-CO07;Diseño e impresión de afiches sobre un concurso de proyectos de eficiencia energética;SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO;Subsecretaría de Economía Fomento y Reconstrucción;60.701.000-5;Gob. Central, Universidades;;2007-12-31;1499400;CLP;Grafica 7 Limitada;245563;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...iches sobre un concurso de proyectos de eficiencia energética Servicios de diagramación y diseño gráf...;Empresas Públicas del Estado
oc_2008-01.csv;orden_compra;OC Ordinaria / Trato Directo;756-5-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=756-5-OC08;Estrategia E.Energetica - PPEE - 756-269-LE07;IMPLEMENTACIÓN DE UNA ESTRATEGIA INDUSTRIAL SOBRE EFICIENCIA ENERGÉTICA PARA LA INDUSTRIA METALÚRGICA YMETALMECÁNICA;SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO;Subsecretaría de Economía Fomento y Reconstrucción;60.701.000-5;Gob. Central, Universidades;;2008-01-04;6e+06;CLP;FUNDACION CHILE;17830;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGÉTICA;...CIÓN DE UNA ESTRATEGIA INDUSTRIAL SOBRE EFICIENCIA ENERGÉTICA PARA LA INDUSTRIA METALÚRGICA Y   METAL...;Empresas Públicas del Estado
oc_2008-02.csv;orden_compra;OC Ordinaria / Trato Directo;656-91-R108;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=656-91-R108;COMPRA AMPOLLETAS;COMPRA AMPOLLETAS SEGUN INSTRUCTIVO PRESIDENCIAL DE EFICIENCIA ENERGETICA.-;SERVIU X Región;SERVIU X REGION;61.818.001-8;Obras Públicas;;2008-02-19;57799,728;CLP;FERRETERIAS WEITZLER S.A.;43294;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...LETAS SEGUN INSTRUCTIVO PRESIDENCIAL DE EFICIENCIA ENERGETICA.- Ampolletas fluorescentes...;Gobierno Central y Servicios Públicos
oc_2008-02.csv;orden_compra;Convenio Marco (Catálogo);708-146-CM08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=708-146-CM08;DP/ Publicación de Aviso;"Por catalogo ElectrónicoPublicación de aviso 10x3 paginas generales ""Conferencia Mundial de Bonos de Carbono"", para el domingo 24-02-08M/1903 Jefe Subdepto. Medio Ambiente y Calidad.Proyecto Nº 833064CDP 2724Solicitante: Paola Conca P.";Dirección de Relaciones Económicas;Ministerio RR.EE - Direcon;70.020.190-2;Gob. Central, Universidades;;2008-02-21;497900,403;CLP;EMPRESA EL MERCURIO S A P;26728;P089_CAMBIO_CLIMATICO;Cambio Climático;Gases_Descarbonizacion;Bonos de Carbono;"...ginas generales ""Conferencia Mundial de Bonos de Carbono"", para el domingo 24-02-08   M/1903 Jef...";Gobierno Central y Servicios Públicos
oc_2008-02.csv;orden_compra;OC Ordinaria / Trato Directo;587-308-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=587-308-OC08;Desarrollo Proyecto Sist. Cert. Energética de Vivi;Creación de un sistema que incluye modelo, herramienta y posterior etiquetado de certificación térmica, para la promoción de la eficiencia energética, proveyendo a los compradores de la característica energética de su vivienda.;SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO;Ministerio de Vivienda y Urbanismo(766);61.801.000-7;Obras Públicas;;2008-02-26;4,5e+07;CLP;UNIVERSIDAD DE CONCEPCION;60806;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...cación térmica, para la promoción de la eficiencia energética, proveyendo a los compradores de la car...;Gobierno Central y Servicios Públicos
oc_2008-03.csv;orden_compra;OC Ordinaria / Trato Directo;1614-59-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1614-59-OC08;OC Generada desde la Adquisición 1614-135-LE07;Elaborar y aplicar una metodología para definir una línea base del consumo energético de los artefactos domésticos, destinada a ser la referencia para la evaluación de la efectividad del etiquetado de eficiencia energética por medio de comparaciones y med;SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES;Superintendencia de Electricidad y Combustibles;60.510.000-7;Gob. Central, Universidades;;2008-03-03;14999000;CLP;FUNDACION CHILE;17830;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...ión de la efectividad del etiquetado de eficiencia energética por medio de comparaciones y med Asesor...;Gobierno Central y Servicios Públicos
oc_2008-03.csv;orden_compra;OC Ordinaria / Trato Directo;1614-60-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1614-60-OC08;OC Generada desde la Adquisición 1614-134-LE07;Contar con un estudio cuya información sirva como base para determinar los nuevos productos que se incorporarán en el Programa Nacional de Etiquetado de Eficiencia Energética.;SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES;Superintendencia de Electricidad y Combustibles;60.510.000-7;Gob. Central, Universidades;;2008-03-03;16994033;CLP;FUNDACION CHILE;17830;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...n el Programa Nacional de Etiquetado de Eficiencia Energética. Asesorías en gestión de proyectos...;Gobierno Central y Servicios Públicos
oc_2008-03.csv;orden_compra;OC Ordinaria / Trato Directo;1037-150-CA08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1037-150-CA08;Calendarios cambio climático;Calendarios con informacion de cambio climático en conjunto con CONAMA Lic. N° 1857-13-CO08;CORP NACIONAL FORESTAL;X Región - Oficina Regional de Los Lagos;61.313.000-4;Gob. Central, Universidades;;2008-03-05;499999,92;CLP;Imprenta America Ltda.;48342;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;cambio climático;...Calendarios cambio climático Calendarios con informacion de cambio c...;Gobierno Central y Servicios Públicos
oc_2008-04.csv;orden_compra;OC Ordinaria / Trato Directo;1618-133-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1618-133-OC08;OC Generada desde la Adquisición 1618-21-CO08;Digitación y Procesamiento de información recopilada por el Instructivo presidencial elaborado por el Programa País de Eficiencia Energética y Dipres.;DIRECCION DE PRESUPUESTOS MINISTERIO DE;Ministerio de Hacienda - Dipres;60.802.000-4;Gob. Central, Universidades;;2008-04-11;595000;CLP;CMV Servicios Integrales;282504;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;...ncial elaborado por el Programa País de Eficiencia Energética y Dipres. Servicios de digitación y tra...;Gobierno Central y Servicios Públicos
oc_2008-04.csv;orden_compra;OC Ordinaria / Trato Directo;1605-209-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1605-209-OC08;C006908 Adquisición de un Refrigerador.;Se solicita la adquisición de un Refrigerador con eficiencia energética Tipo A, con capacidad total de 230 a 250 litros, dos puertas.  Dimensiones aproximadas:  1.475 mm. alto x 535 mm. ancho y 625 mm. fondo.;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;SII Dirección Nacional;60.803.000-K;Gob. Central, Universidades;;2008-04-21;217279,72;CLP;CENCOSUD RETAIL S.A.;30265;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...a la adquisición de un Refrigerador con eficiencia energética Tipo A, con capacidad total de 230 a 25...;Gobierno Central y Servicios Públicos
oc_2008-04.csv;orden_compra;OC Ordinaria / Trato Directo;770-137-OC08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=770-137-OC08;OC Generada desde la Adquisición 770-23-CO08;250 ampolletas de eficiencia energética;Dirección Nacional de Fronteras y Límites del Estado;Dirección Nacional de Fronteras y Limites del Estado;60.604.000-8;Gob. Central, Universidades;;2008-04-22;478975;CLP;Distribuidora Caleu Ltda;33849;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;eficiencia energética;...quisición 770-23-CO08 250 ampolletas de eficiencia energética Ampolletas Ahorro energía Reflectora R6...;Gobierno Central y Servicios Públicos
oc_2008-04.csv;orden_compra;Trato Directo (Excepcional);610-289-SE08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=610-289-SE08;Pasajes aéreos a Argentina;Pasajes áreos para comisión de servicios del Sr. Jaime Bravo (Área Medio Ambiente y Eficiencia Energética).;Comisión Nacional de Energía;Comisión Nacional de Energía;61.707.000-6;Gob. Central, Universidades;;2008-04-24;267568;CLP;TRAVEL SECURITY S.A.;73477;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energética;... Sr. Jaime Bravo (Área Medio Ambiente y Eficiencia Energética). Agencias de viajes...;Gobierno Central y Servicios Públicos
oc_2008-04.csv;orden_compra;OC Ordinaria / Trato Directo;1618-168-CA08;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1618-168-CA08;Orden de Compra licitación 1618-18-LE08;Guia de Eficiencia Energetica Programa Pais Eficiencia Energetica PP.EE( reemplaza OC 1618-148-OC08 ya que el servicio no incluye IVA por lo que la orden de compra fue rechazada.);DIRECCION DE PRESUPUESTOS MINISTERIO DE;Ministerio de Hacienda - Dipres;60.802.000-4;Gob. Central, Universidades;;2008-04-30;1,8e+07;CLP;Fundación Instituto Ecología Política;54787;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia Energetica;... Compra licitación 1618-18-LE08 Guia de Eficiencia Energetica Programa Pais Eficiencia Energetica PP....;Gobierno Central y Servicios Públicos
